Citra,energy0,contras0,homogenity0,correlation0,energy45,contras45,homogenity45,correlation45,energy90,contras90,homogenity90,correlation90,energy135,contras135,homogenity135,correlation135,energy_mean,contras_mean,homogenity_mean,correlation_mean,Class
Apple Golden 1/r_131_100.jpg,0.013884802384425797,0.15244481827741907,172.28182622303882,0.9759658783429979,0.010001176383657327,0.00532186582609396,3613.440788021802,0.44728294558671267,0.017081250100860246,0.0011740344258264806,3473.382148811112,0.9705382428350602,0.009998814337802324,0.006084496698202631,3665.233634264003,0.4389518250601598,0.009998814337802324,0.006084496698202631,3665.233634264003,0.4389518250601598,Golden_1
Apple Golden 1/230_100.jpg,0.015379921990771976,0.17586982582947217,152.88201673810983,0.9790652943897928,0.011288179721687098,0.0030821275055621946,4778.970597205455,0.23876745457450663,0.022289840289210522,0.0009080718281937787,4641.9479614934535,1.1787600487078147,0.011383862164576987,0.002970087780649545,4805.294004282603,0.23455884535125282,0.011383862164576987,0.002970087780649545,4805.294004282603,0.23455884535125282,Golden_1
Apple Golden 1/22_100.jpg,0.017903861073365803,0.23632375186527257,238.0949853711649,0.9688458197218585,0.01255318757905229,0.003146560207372255,4611.916429736247,0.3171655839357489,0.023492200041913554,0.0012913513763230567,4410.265576614452,1.0974180625583179,0.012427896483610354,0.0027371804261793987,4688.528040165315,0.30579174218261224,0.012427896483610354,0.0027371804261793987,4688.528040165315,0.30579174218261224,Golden_1
Apple Golden 1/181_100.jpg,0.016741912496457494,0.20912055033847302,129.96972171191373,0.9825692983952454,0.012303459574630565,0.0020795525438764124,4664.362074673052,0.2723827291354305,0.022749912450575362,0.0008918935580107623,4564.448868694389,1.209298269579012,0.011961721630141283,0.002274436598305824,4721.043519631744,0.2634551494694417,0.011961721630141283,0.002274436598305824,4721.043519631744,0.2634551494694417,Golden_1
Apple Golden 1/188_100.jpg,0.016234753988552827,0.20890796405681977,203.2365108525555,0.9743952506655719,0.01177912587920268,0.0027824794754539193,4699.755407338533,0.3239979780713045,0.02239707352254522,0.0009155155929585575,4530.3539185191175,1.0900806895442836,0.011700671913210049,0.002137905684797551,4762.84951055428,0.3150460398062529,0.011700671913210049,0.002137905684797551,4762.84951055428,0.3150460398062529,Golden_1
Apple Golden 1/31_100.jpg,0.01781085371043815,0.22930859238716095,167.45403823909695,0.9774975492841254,0.012713122023263492,0.002949022701326458,4573.153021128496,0.2984322240375578,0.023073931989712367,0.0009417318196842356,4436.834318234921,1.1269361782536884,0.012276539260351792,0.0027527126351474473,4634.248681939054,0.2891183012652829,0.012276539260351792,0.0027527126351474473,4634.248681939054,0.2891183012652829,Golden_1
Apple Golden 1/103_100.jpg,0.013467497206129215,0.13877950461700064,193.96815676668817,0.9697002402957212,0.010053125808066044,0.0063452178333735605,3445.4228970462364,0.4029223969515096,0.019741066986986907,0.0009161755950965654,3263.5712093557727,1.0031151901968176,0.010108186343208559,0.0050099053337570145,3464.916376284559,0.3994379366924417,0.010108186343208559,0.0050099053337570145,3464.916376284559,0.3994379366924417,Golden_1
Apple Golden 1/r_107_100.jpg,0.014467975704971355,0.1731521181026287,258.7717901612593,0.9703790302308424,0.010089805274481166,0.006198185075642693,3861.5095185008313,0.5261152770236923,0.017575401281402725,0.0018548314137141132,3667.489593830727,0.8990382332737082,0.01011457158444336,0.005535049996772163,3956.2540554749357,0.51460688492315,0.01011457158444336,0.005535049996772163,3956.2540554749357,0.51460688492315,Golden_1
Apple Golden 1/183_100.jpg,0.016696431158860884,0.21507860550518357,146.73198611961578,0.9805576476301237,0.012238745845403708,0.0019380219239380353,4692.92067884331,0.2788161707611449,0.022636152658650103,0.0009320739176936234,4577.064475122724,1.1862204493023156,0.011876315068918017,0.0021771965917601016,4751.065625520763,0.2699751291557546,0.011876315068918017,0.0021771965917601016,4751.065625520763,0.2699751291557546,Golden_1
Apple Golden 1/174_100.jpg,0.016623346493768842,0.20822820043008658,86.66809552969919,0.9875491067168362,0.012284830659457615,0.002030673104526024,4461.123448116679,0.24865853594568493,0.02360907838387097,0.0009013523792987639,4402.457210840403,1.2420508576157017,0.011873681375640854,0.003504104759985367,4510.144857354146,0.24053905725710595,0.011873681375640854,0.003504104759985367,4510.144857354146,0.24053905725710595,Golden_1
Apple Golden 1/263_100.jpg,0.0177890711794102,0.23958157242960104,110.35844049806094,0.9854650367782243,0.0126282334613515,0.002041804392323348,4845.529988615207,0.26294592727504107,0.02610936710604059,0.0010654241563129688,4753.297778796758,1.2075887621798247,0.012749150416191875,0.0024968823840352114,4874.542840879856,0.25856738495626674,0.012749150416191875,0.0024968823840352114,4874.542840879856,0.25856738495626674,Golden_1
Apple Golden 1/295_100.jpg,0.020304938526089996,0.2821691375405946,128.32598489487722,0.983564657648661,0.013792994245139616,0.002234921793979955,4820.775622613056,0.29414495540988517,0.02744269641435764,0.001169745147396584,4718.198018122821,1.1302923472006876,0.014351110151020299,0.0021552073457226507,4865.660087562127,0.2879687169150224,0.014351110151020299,0.0021552073457226507,4865.660087562127,0.2879687169150224,Golden_1
Apple Golden 1/178_100.jpg,0.016650478037250914,0.20740104325156608,109.19228413961966,0.9849705340720092,0.012289483976756124,0.0019016909752406698,4563.336788680896,0.2665428605041928,0.02282826155203488,0.0009629124644184141,4484.458456972492,1.225042016626376,0.011964107814629138,0.0028959931743799006,4617.915854521882,0.257984309141302,0.011964107814629138,0.0028959931743799006,4617.915854521882,0.257984309141302,Golden_1
Apple Golden 1/r_142_100.jpg,0.014274366983854508,0.15288448395748838,176.06389058991653,0.9733229271239576,0.010292157528090266,0.004346964482296673,3596.550879058127,0.39338390695462994,0.01801041806043278,0.001345125190764142,3449.2558464098406,1.0123517950375736,0.01031445864216194,0.005699616137604943,3644.414252051218,0.38529264727786,0.01031445864216194,0.005699616137604943,3644.414252051218,0.38529264727786,Golden_1
Apple Golden 1/r_279_100.jpg,0.016171180202370877,0.2064263882599818,152.58304415867153,0.9779130108642046,0.011204598697859615,0.0035900942675003377,3847.8565754713823,0.3727601805936712,0.021459365108396775,0.0016903534807369267,3722.0407975097996,1.0606459456686623,0.011644396343110895,0.00437342492957454,3892.1783897132946,0.36606372629554795,0.011644396343110895,0.00437342492957454,3892.1783897132946,0.36606372629554795,Golden_1
Apple Golden 1/r_164_100.jpg,0.01442278670638992,0.15528720730785198,191.71865006463938,0.969225818376217,0.010471968266819884,0.004357812300919058,3597.083040988864,0.34805830931678167,0.019513031485229315,0.0011422648081942444,3430.937157735806,1.0753792618156022,0.01046910926801047,0.0048637997755436,3642.105208404948,0.340190744718935,0.01046910926801047,0.0048637997755436,3642.105208404948,0.340190744718935,Golden_1
Apple Golden 1/210_100.jpg,0.01575706056504582,0.2031089571812188,168.07947200108924,0.9795715024261943,0.011117094032448404,0.0026509537884223853,4576.833562554411,0.37190113047358087,0.02056207034707984,0.0011734140048593905,4431.432693966029,1.04747403293916,0.011187041444661953,0.003229035508353246,4614.145058954782,0.36716017981278726,0.011187041444661953,0.003229035508353246,4614.145058954782,0.36716017981278726,Golden_1
Apple Golden 1/r_287_100.jpg,0.016547141506740182,0.21596938192100215,156.38681363543557,0.9773991638357745,0.01144234227997131,0.0035962076735347043,3979.841451863818,0.34921258113038317,0.021371904426092343,0.0011094648651324842,3856.1692522515227,1.0723725438698841,0.011840446922624938,0.0038435489457205366,4034.8271424895897,0.3407108844200481,0.011840446922624938,0.0038435489457205366,4034.8271424895897,0.3407108844200481,Golden_1
Apple Golden 1/185_100.jpg,0.016303050042249665,0.20779778552043704,200.96910934204485,0.9741716162446028,0.011861282925243757,0.002511493663518671,4682.296353618627,0.30927166103636383,0.022107255919836522,0.00101778597207327,4516.380603647808,1.1250461150189737,0.011781149348594566,0.0024169395784428317,4748.035654720515,0.29982091632545305,0.011781149348594566,0.0024169395784428317,4748.035654720515,0.29982091632545305,Golden_1
Apple Golden 1/r_143_100.jpg,0.014204057685893374,0.14767391128292026,174.64530176226438,0.9734559420873358,0.01025998130610293,0.003930048402367179,3611.800249546045,0.38779583278006974,0.01793046549865624,0.0011684741464215137,3471.2574023189777,1.0111233738349794,0.010171069153915826,0.004942439111065568,3664.092688785127,0.37887874141463657,0.010171069153915826,0.004942439111065568,3664.092688785127,0.37887874141463657,Golden_1
Apple Golden 1/124_100.jpg,0.01351442466760768,0.12574538299450363,196.29767979859966,0.9640725201626642,0.010229280897313809,0.004636881445348278,3307.97666064698,0.30319872426433586,0.01969089341886568,0.000940379191058667,3129.9888763044405,1.1328384471748794,0.010171080610914776,0.005007181984711586,3339.908356860863,0.29646671363589,0.010171080610914776,0.005007181984711586,3339.908356860863,0.29646671363589,Golden_1
Apple Golden 1/168_100.jpg,0.016247723835565234,0.19829194440069295,109.17296046812167,0.9837551421412922,0.01202308004903937,0.0029288250285839233,4303.929602302266,0.251596608260389,0.023275760721163455,0.001130127806327241,4225.145182083556,1.212057546519471,0.011744661880227396,0.0032937114449387477,4356.1248234702425,0.2424641210013436,0.011744661880227396,0.0032937114449387477,4356.1248234702425,0.2424641210013436,Golden_1
Apple Golden 1/296_100.jpg,0.02032880783107546,0.28176670592258163,129.69027692726468,0.9832629978346739,0.013887800300643724,0.0018973157475235436,4788.512775821652,0.29385833734720135,0.027372986589405613,0.0011316742947660987,4680.699062623703,1.1305477817507377,0.014255326837884384,0.0021318575581786648,4829.1427389596465,0.2881944337734757,0.014255326837884384,0.0021318575581786648,4829.1427389596465,0.2881944337734757,Golden_1
Apple Golden 1/r_305_100.jpg,0.016967285953712514,0.21714238192850088,166.08314622031827,0.9758242896754118,0.01183911567347257,0.003559184271256919,4160.426786727861,0.3070222533597154,0.022322324666518976,0.0010753528230753667,4021.6959929266027,1.10362366574447,0.011956044043125412,0.0033611372768440014,4213.229686294132,0.29827768484686196,0.011956044043125412,0.0033611372768440014,4213.229686294132,0.29827768484686196,Golden_1
Apple Golden 1/119_100.jpg,0.013082659285333904,0.11830934549284672,224.14887391984706,0.9594878677093814,0.010137773476405284,0.007867568103072584,3339.0209356948803,0.3096106232608071,0.019739992911442083,0.0009825053473330814,3132.818285984574,1.1107122526543896,0.010066596982293613,0.005022556133255057,3372.023963495124,0.3028074474008301,0.010066596982293613,0.005022556133255057,3372.023963495124,0.3028074474008301,Golden_1
Apple Golden 1/r_307_100.jpg,0.01697274215527128,0.2211788230175791,161.49010002041186,0.9764373571407986,0.011859548392964062,0.004077240588553922,4179.424583130915,0.300427621928616,0.021934908502141904,0.001150475327038589,4045.2609350631587,1.113805529809866,0.012021187806418726,0.003176054215309889,4232.037377379119,0.2916841677887028,0.012021187806418726,0.003176054215309889,4232.037377379119,0.2916841677887028,Golden_1
Apple Golden 1/r_230_100.jpg,0.015054390589082943,0.16006214324314988,164.27856025039137,0.9731376887451574,0.010737083140677534,0.0033699021565237173,3903.989517150751,0.2551446865878168,0.019879334779567322,0.0010271197504546545,3780.6241189180682,1.1682908128044187,0.010829062707248314,0.0023493904698687687,3968.5264439352522,0.24220773391035885,0.010829062707248314,0.0023493904698687687,3968.5264439352522,0.24220773391035885,Golden_1
Apple Golden 1/118_100.jpg,0.01320216464722648,0.12263728097546862,222.74988092808087,0.9596084530013652,0.010108943459830513,0.0062458906901137505,3290.2024441147973,0.31850951404862826,0.019641662534917982,0.0009420595106681388,3085.738720788022,1.1010633295333538,0.010064796850365727,0.00637189849119105,3323.5853391901082,0.3118166334325439,0.010064796850365727,0.00637189849119105,3323.5853391901082,0.3118166334325439,Golden_1
Apple Golden 1/133_100.jpg,0.014189383058014971,0.1388755240761109,170.46029802000464,0.9694505381721733,0.010603682243169602,0.005125531164097503,3460.159348943594,0.281885951516128,0.02149685705339824,0.0009601664935630417,3312.2566227270718,1.1607615329674636,0.010636685248198515,0.005437879177869955,3498.2066799291456,0.27417377970081164,0.010636685248198515,0.005437879177869955,3498.2066799291456,0.27417377970081164,Golden_1
Apple Golden 1/250_100.jpg,0.01585788229731267,0.18438404295273458,160.70109546165952,0.9784349434809,0.011673030327371232,0.003107274315155638,4714.756781415947,0.2701062920542417,0.023761508848928328,0.0010273430998892982,4575.649398712434,1.1714512897549616,0.011700654620785324,0.003052296752253708,4753.676359771638,0.26408876282690064,0.011700654620785324,0.003052296752253708,4753.676359771638,0.26408876282690064,Golden_1
Apple Golden 1/r_253_100.jpg,0.015219015426959182,0.1759078414559036,217.30359937402255,0.9679664656920596,0.010717907954115721,0.004280281284722061,3834.2572000815717,0.35896491017453136,0.019322449545497805,0.0017844138971490498,3676.7501537800745,1.059191255740854,0.01107696770929226,0.003620436232530356,3933.7129043940004,0.3434776066406487,0.01107696770929226,0.003620436232530356,3933.7129043940004,0.3434776066406487,Golden_1
Apple Golden 1/241_100.jpg,0.01571808245535879,0.18071904416990248,151.2718922229024,0.9790766181685294,0.011681964740317297,0.0040961725431079826,4803.303426052844,0.2255922184529553,0.024191371357462823,0.000982848141240701,4670.1023674548915,1.1995512195428641,0.01179930143462227,0.003924261645093212,4833.8096849036365,0.22067337386275412,0.01179930143462227,0.003924261645093212,4833.8096849036365,0.22067337386275412,Golden_1
Apple Golden 1/r_11_100.jpg,0.01699339163569556,0.21633628608695915,160.1658841940532,0.9765898061985323,0.011979248642397453,0.002985559839858727,4285.7778514015645,0.2761713534481233,0.022438640158758027,0.0010067366345866463,4154.78091805142,1.161719534070421,0.011843357130377001,0.0025595798382961645,4340.857003869924,0.2664348676381213,0.011843357130377001,0.0025595798382961645,4340.857003869924,0.2664348676381213,Golden_1
Apple Golden 2/r_167_100.jpg,0.01947218030852815,0.2552550215139524,143.1204327413759,0.9762758286371271,0.012839327020500927,0.03987025968212482,3368.057467132613,0.3859399777443263,0.021893416330564883,0.020081205950001953,3252.9824566291063,0.9974981789402384,0.012700502728420097,0.024396226684822712,3419.1337873720754,0.37624001748948604,0.012700502728420097,0.024396226684822712,3419.1337873720754,0.37624001748948604,Golden_2
Apple Golden 2/r_212_100.jpg,0.030562383854714915,0.41939623903762746,74.0936925903246,0.9873913710717469,0.0182085216394796,0.018443833602258968,3756.248300203348,0.2822418119007408,0.031476038289810375,0.01230339796771083,3696.3004028466917,1.109349856351992,0.017964959766359638,0.013574370941220985,3781.722349260538,0.27741055889909266,0.017964959766359638,0.013574370941220985,3781.722349260538,0.27741055889909266,Golden_2
Apple Golden 2/r_258_100.jpg,0.023156025734800034,0.29546320752710403,113.12934612506042,0.9845329707240923,0.014519303805850436,0.028817178993270794,4118.094614689902,0.38586527253512093,0.025751410567475694,0.008470473221095872,4026.9732776417663,1.0028361516293778,0.014333564425005975,0.014607436363279165,4159.637307202731,0.3797397777559007,0.014333564425005975,0.014607436363279165,4159.637307202731,0.3797397777559007,Golden_2
Apple Golden 2/274_100.jpg,0.029748863893979342,0.38771445616547784,129.00544328774697,0.97990219360192,0.01710053838603986,0.023741336351505174,4313.062251805638,0.2456019240612489,0.030250463596225262,0.010259185767879299,4198.7905379300255,1.1142178081477756,0.01713418388164616,0.01180205150070643,4346.196733395154,0.23978088531568947,0.01713418388164616,0.01180205150070643,4346.196733395154,0.23978088531568947,Golden_2
Apple Golden 2/305_100.jpg,0.027050978644444952,0.35198589717687195,150.85282710757403,0.9791177498538036,0.015776698945763456,0.033379354780326116,4394.790984062367,0.326809128985054,0.029797990876146884,0.009906176768853418,4263.434730229985,1.0539994229307104,0.01659331938303853,0.009815080962913277,4437.267520637973,0.3203160072617008,0.01659331938303853,0.009815080962913277,4437.267520637973,0.3203160072617008,Golden_2
Apple Golden 2/12_100.jpg,0.02458784387501923,0.32243820274820584,156.8290127236863,0.9776412735029586,0.014974146725814121,0.03501980900423797,4440.901809267546,0.29696424755670936,0.02859739519620514,0.010939180593760646,4303.429640017244,1.068440870997645,0.01608913631562205,0.010590002329184568,4482.2336391102635,0.29040990919143395,0.01608913631562205,0.010590002329184568,4482.2336391102635,0.29040990919143395,Golden_2
Apple Golden 2/r_265_100.jpg,0.02271701581642299,0.2889733487803824,121.04511124719394,0.982913358029214,0.014485948441418785,0.028564996459080783,4269.946223605582,0.33756292524839326,0.025491573104532463,0.007824653085378353,4170.295474492379,1.0107936532703483,0.014533456888377691,0.011891983564691046,4311.757658483156,0.331108331569677,0.014533456888377691,0.011891983564691046,4311.757658483156,0.331108331569677,Golden_2
Apple Golden 2/r_185_100.jpg,0.022950232708399614,0.31770589729745935,89.72470572225653,0.9841981548495822,0.01459430386149882,0.02380811690037387,3356.0988595474596,0.3402454894250554,0.025760277610603552,0.017015403192148372,3290.749729503074,1.0087193366225435,0.014768702176308098,0.01993789005090225,3399.0158944516247,0.3322696501250234,0.014768702176308098,0.01993789005090225,3399.0158944516247,0.3322696501250234,Golden_2
Apple Golden 2/264_100.jpg,0.027518607348936408,0.37291284176717643,133.97618561611307,0.9789485780356204,0.016334623819211726,0.027669853426037616,4259.720581302756,0.24977057964292013,0.031124248496222733,0.010497902444569553,4137.3754433814265,1.1131868295886984,0.016594480124151382,0.011836308506426507,4287.066779818817,0.24494228786216818,0.016594480124151382,0.011836308506426507,4287.066779818817,0.24494228786216818,Golden_2
Apple Golden 2/r_311_100.jpg,0.02071681009181191,0.2805789207716121,179.44131455399256,0.9754130257326338,0.013480309528969659,0.017689305377846083,4023.10168806151,0.38988125510782723,0.022573518654375492,0.015935838940552966,3903.157749381433,0.9148893145561622,0.013237945899043858,0.013418072606546752,4121.033795055807,0.3760477382332113,0.013237945899043858,0.013418072606546752,4121.033795055807,0.3760477382332113,Golden_2
Apple Golden 2/r_229_100.jpg,0.02611289294806823,0.3578643778384533,185.41688780023256,0.9741262052874277,0.015635125171516315,0.03337388442548259,3844.29078649739,0.4152648572957125,0.025616777749228863,0.019551668277864802,3690.153687459066,1.0199549210205539,0.015361198211083222,0.019591863283147305,3906.9075572699708,0.40568167761466534,0.015361198211083222,0.019591863283147305,3906.9075572699708,0.40568167761466534,Golden_2
Apple Golden 2/251_100.jpg,0.027667638471363026,0.3680456269588589,134.62291624141073,0.9793037855013923,0.017269749838369496,0.03057903206931523,4221.247537801449,0.2778285441419664,0.03263046187926047,0.014030948439240694,4096.060427256189,1.0873329248812036,0.017397326991803186,0.013811530693198506,4243.990311299982,0.27395061578341007,0.017397326991803186,0.013811530693198506,4243.990311299982,0.27395061578341007,Golden_2
Apple Golden 2/177_100.jpg,0.024728609704390992,0.3153664996341012,163.51561543172159,0.9763074797661437,0.014889259410392083,0.035914453593426834,3819.7813568339125,0.39337243241786285,0.026626862505014195,0.014399541719397838,3669.7952026687503,1.0275172907616164,0.015949938798411504,0.013342669231136249,3850.823838677881,0.3885602428943926,0.015949938798411504,0.013342669231136249,3850.823838677881,0.3885602428943926,Golden_2
Apple Golden 2/r_28_100.jpg,0.02531307129034291,0.37128524033954224,153.0068721507797,0.9779742134175209,0.014659709084668305,0.02719741331113526,4254.11735961551,0.3213853398470848,0.02688196728185978,0.012537768920072282,4126.922979018406,0.9506194993292112,0.015639101817755918,0.009228913539461139,4296.979071638023,0.31508407260886856,0.015639101817755918,0.009228913539461139,4296.979071638023,0.31508407260886856,Golden_2
Apple Golden 2/r_260_100.jpg,0.02305212879784019,0.2965192428589194,117.90249710825437,0.9836764309612737,0.01453973015399214,0.02802292262829752,4134.690264567494,0.37408341974175036,0.025719667383186366,0.007921504784394668,4039.9833373871384,1.0052195621481788,0.014355893016027103,0.014234979660931405,4178.9934670210505,0.3674194429783613,0.014355893016027103,0.014234979660931405,4178.9934670210505,0.3674194429783613,Golden_2
Apple Golden 2/r_207_100.jpg,0.028584954753716488,0.38537786294061516,69.52364428114574,0.9877678938015512,0.01724571972248749,0.022623276002022,3683.398767593038,0.27075489076873177,0.030837388644291305,0.01426383562020813,3630.5404957420465,1.092502422541676,0.017047521723981877,0.015999187672549403,3710.169154046034,0.26535625220571113,0.017047521723981877,0.015999187672549403,3710.169154046034,0.26535625220571113,Golden_2
Apple Golden 2/r_187_100.jpg,0.023799410139052034,0.33198944383939283,90.27352520922656,0.9840642759019486,0.01508972184822804,0.02580406827277978,3418.6051917057694,0.32443657180678626,0.027040116722741467,0.017151946926511806,3350.5018472800284,1.0526279053402112,0.01514256935944104,0.021158268712865805,3457.9087153637433,0.3179118545480027,0.01514256935944104,0.021158268712865805,3457.9087153637433,0.3179118545480027,Golden_2
Apple Golden 2/195_100.jpg,0.02592245240883429,0.33393077758160755,166.1169626454388,0.9743176101483824,0.016835306994672526,0.04394915995604503,4023.274427692864,0.31042961626229904,0.032186593859112746,0.011618506975968054,3864.512016572563,1.0622490142185723,0.01802032868134508,0.011561429616832408,4040.9114717846655,0.307496887062987,0.01802032868134508,0.011561429616832408,4040.9114717846655,0.307496887062987,Golden_2
Apple Golden 2/r_162_100.jpg,0.018684622867917708,0.2364079270358645,163.03136694563543,0.9735655295882976,0.012456205867433129,0.0402183353200707,3337.996737561648,0.4080459651301776,0.02120718289489181,0.021084239991122074,3206.301601535417,0.9888243659652672,0.012245615112827879,0.026221458853356847,3396.5541689563925,0.3971619688095134,0.012245615112827879,0.026221458853356847,3396.5541689563925,0.3971619688095134,Golden_2
Apple Golden 2/265_100.jpg,0.028219424573850505,0.3786235188658339,122.27740355174677,0.9804489332775148,0.016598513032342326,0.02620390422603692,4298.388129136002,0.22656384872549246,0.03279162305960542,0.01065585399204733,4186.4360155218255,1.1250472473189488,0.016943748538605922,0.012715383018231973,4323.083624453187,0.22212660231654108,0.016943748538605922,0.012715383018231973,4323.083624453187,0.22212660231654108,Golden_2
Apple Golden 2/r_234_100.jpg,0.025245493461163587,0.3434897230533526,222.84983329931347,0.9714485842658248,0.015476531199820792,0.03402117720986753,3835.71556789809,0.4721808906287843,0.026149079922569953,0.016641376049745544,3644.054149106303,0.9861772523930424,0.014899624033925217,0.018806162770046975,3901.5943518879744,0.4630458186948707,0.014899624033925217,0.018806162770046975,3901.5943518879744,0.4630458186948707,Golden_2
Apple Golden 2/196_100.jpg,0.02584160189991567,0.3321081107009806,166.10906987820735,0.9742891765187958,0.017169826849929293,0.037399857293446546,4004.695082056298,0.3128581746018073,0.03177337472317355,0.011330752053722182,3846.9941531560094,1.0647423900062676,0.017644817266295607,0.010398355997884714,4024.144708047213,0.3096498374039636,0.017644817266295607,0.010398355997884714,4024.144708047213,0.3096498374039636,Golden_2
Apple Golden 2/239_100.jpg,0.027823193395700715,0.35928690410996483,142.7184459413495,0.9789927029922648,0.017375615898444666,0.03894128686027495,4190.396542345756,0.3188057171674509,0.03351154369869792,0.017225981321818906,4058.150127185225,1.0687755198989057,0.01776830804323854,0.019413623861284358,4216.940111248937,0.3145421868024298,0.01776830804323854,0.019413623861284358,4216.940111248937,0.3145421868024298,Golden_2
Apple Golden 2/315_100.jpg,0.024670598314020246,0.32894242195287016,170.6814315846773,0.9762618083093043,0.01530486707761903,0.03973966881809727,4427.109672561653,0.3190138751885291,0.02846261626207473,0.012202477654668394,4276.841864062085,1.049554131583626,0.016114724626114966,0.010930848027608155,4470.859867523795,0.3121966325024146,0.016114724626114966,0.010930848027608155,4470.859867523795,0.3121966325024146,Golden_2
Apple Golden 2/r_116_100.jpg,0.018665968453106283,0.2336470033811046,127.23304075661743,0.9799407361916389,0.012745047249891962,0.059929956502566856,3379.034925302668,0.4263773829263286,0.022920410732068918,0.013102290521297398,3265.160089262102,0.9856380546685442,0.013028924079380394,0.02355567554635615,3403.772544146482,0.4220569356328523,0.013028924079380394,0.02355567554635615,3403.772544146482,0.4220569356328523,Golden_2
Apple Golden 2/r_275_100.jpg,0.021242120949883144,0.250608343000846,142.3311560182351,0.9796064614582684,0.01359218739023711,0.024588990691316072,4269.412218711701,0.3254249186071123,0.02285000083233919,0.007897892251376836,4154.17767695285,1.017079145213353,0.013574301686629514,0.013142317993841723,4323.73315416664,0.31686527581675106,0.013574301686629514,0.013142317993841723,4323.73315416664,0.31686527581675106,Golden_2
Apple Golden 2/r_103_100.jpg,0.019029928291943176,0.26157806482679463,99.22814179764622,0.9851601207635996,0.01258930956101931,0.05286371077377807,3427.866438222482,0.44834930649653976,0.023523595619038242,0.01350854520218068,3341.7830697101685,0.9722390566024438,0.012686277041759371,0.024614955840179108,3452.011101446254,0.44453537597198417,0.012686277041759371,0.024614955840179108,3452.011101446254,0.44453537597198417,Golden_2
Apple Golden 2/r_118_100.jpg,0.018438509542812915,0.22415175296181758,131.72470572225632,0.9792878496088218,0.012579525596096302,0.06489916784303226,3344.776377661567,0.43409715479723116,0.0219861505039191,0.015921627622322992,3230.776020435488,0.9924029709612807,0.012954110434777923,0.027303020399486375,3376.6663716728626,0.428763213498052,0.012954110434777923,0.027303020399486375,3376.6663716728626,0.428763213498052,Golden_2
Apple Golden 2/227_100.jpg,0.025058530010199094,0.3312746813982811,187.29951690821255,0.9731451128619069,0.016037942958759353,0.05252502640072215,4099.039932596902,0.3541596368546434,0.03127333332028837,0.020049742632076456,3927.6708539876013,1.0685698652741302,0.016814056394614075,0.021658358674375044,4137.636561981341,0.3481042623201978,0.016814056394614075,0.021658358674375044,4137.636561981341,0.3481042623201978,Golden_2
Apple Golden 2/r_209_100.jpg,0.029164123806776954,0.3964388120281878,65.88446621759536,0.9885842237346641,0.01734412863240427,0.02129214276281914,3693.8994677483815,0.281056597078329,0.031016648729035545,0.013538660654438485,3644.9869298508142,1.0978635806436976,0.0172519219329441,0.014336509645949385,3721.6560860221475,0.2754607302425769,0.0172519219329441,0.014336509645949385,3721.6560860221475,0.2754607302425769,Golden_2
Apple Golden 2/r_243_100.jpg,0.02489671987704546,0.3262894657075753,141.92107232768663,0.9824915968510978,0.01544632480624537,0.028892798637667846,3872.8946750763266,0.48849034285014936,0.02603275877803031,0.010952719202129615,3755.0722267458386,0.973909778511414,0.01479015929234851,0.015062424187584897,3919.2232954616156,0.4825290281595206,0.01479015929234851,0.015062424187584897,3919.2232954616156,0.4825290281595206,Golden_2
Apple Golden 2/r_109_100.jpg,0.018917872279792067,0.24386988780328658,108.94964958835148,0.9831776109574235,0.012810806872934372,0.057025079550324244,3424.9582559087435,0.43062583380410974,0.023995920876574005,0.013344437482849112,3326.3663869065804,0.9782432102042043,0.013045712810681162,0.02502679083228769,3444.6366329614607,0.42736536348836224,0.013045712810681162,0.02502679083228769,3444.6366329614607,0.42736536348836224,Golden_2
Apple Golden 2/r_282_100.jpg,0.020534212331038783,0.24319191197953408,163.17935633122363,0.9770336783525155,0.013195966148666435,0.02264124450754953,4213.871025549201,0.34782689609146655,0.021849428195463698,0.007344872216356827,4081.6447169326602,1.021881897599001,0.01298777798351204,0.01305472379898561,4277.761980275436,0.33795910996858375,0.01298777798351204,0.01305472379898561,4277.761980275436,0.33795910996858375,Golden_2
Apple Golden 2/r_285_100.jpg,0.02019158956629646,0.23830538687523853,170.66972851602281,0.9762242699208542,0.013094970568278417,0.024231691347472942,4254.1197744390765,0.347563564994248,0.021852726837292714,0.007614190744595983,4115.562199711699,1.0246043558778497,0.012996348858338396,0.011693496996006528,4319.395709990983,0.3375716187597067,0.012996348858338396,0.011693496996006528,4319.395709990983,0.3375716187597067,Golden_2
Apple Golden 2/0_100.jpg,0.025820094634762505,0.3443679196945981,157.3592569912235,0.9780249778090251,0.01527157992013412,0.030791304619078308,4387.790525487991,0.32172835021370255,0.028220941966619513,0.010456037723152014,4250.550126571275,1.055253478823065,0.01611540059266192,0.010476048582970916,4431.331926740262,0.3149833990847507,0.01611540059266192,0.010476048582970916,4431.331926740262,0.3149833990847507,Golden_2
Apple Golden 2/307_100.jpg,0.026129242959380804,0.3384963188362767,151.30938286725254,0.9790481315288428,0.015332175296586275,0.03464984700811786,4401.223931970901,0.32505926831202114,0.02969064734749498,0.010263659241267556,4269.817898574833,1.0525869476389496,0.016232290992055386,0.010415848528659042,4444.494113470774,0.31850197741067027,0.016232290992055386,0.010415848528659042,4444.494113470774,0.31850197741067027,Golden_2
